userId,movieId,rating,timestamp
61624,1453,2.5,1286830321
73478,595,5,831389079
44202,3993,4,1219195151
80705,113780,3,1486810047
24882,628,4,1414257899
53291,1300,3,960324222
104584,2788,4,1208243372
16570,2732,3,941387035
87573,3555,2.5,1191272684
44538,55820,2,1431554893
59225,95167,4,1491064370
145608,3593,0.5,1102684754
20565,204,1,832943300
110291,54787,2,1202429681
1887,100044,4,1460188606
37619,379,1.5,1225263101
160470,3264,2,959010223
90667,296,,
121758,110,5,835463032
6796,1853,4,945126195
106656,1207,5,973891186
77117,68954,4.5,1473585277
144534,4886,3.5,1112815582
153689,3556,3,1103634777
59816,260,4.5,1371330755
57521,3300,4.5,1509220815
132874,1682,4,1559454603
6121,110882,5,1436906050
149982,588,4,845540651
15436,2344,,
154306,5254,3,1046693333
115211,4369,0.5,1446159046
117789,27345,3.5,1244793343
40297,165,3,954792003
59408,344,2,834643216
110010,7294,4,1108420798
152469,6765,,
97038,2583,4,1108830766
149408,115713,4,1451817866
94694,127202,4.5,1450554258
50871,116138,2,1487971561
97564,318,4,1279033415
144534,2991,5,1113697741
3104,4344,4,1131330881
59816,85414,3.5,1382667617
123201,529,5,891248095
60874,361,5,866662355
87152,6323,3.5,1563624458
125784,48783,4,1213400666
12545,31410,4,1358306903
94694,96821,4,1437874013
36978,5979,0.5,1055865082
22859,62,3.5,1106431321
136929,529,4,855664101
157089,3276,,
100602,489,3,837273935
56137,48516,3.5,1218284823
160995,7451,3.5,1346696507
53397,1376,3,976646157
140677,106918,2.5,1452781238
166,1269,4,951601366
125784,7925,,
114175,27706,3.5,1445303113
2731,5655,3,1101775821
153274,4963,4,1548775153
147259,7317,2.5,1078504876
87152,203222,3,1563624461
6462,31685,4.5,1136489029
119321,1201,4,1151108634
55706,116082,,
110159,2745,3.5,1111747792
103561,2396,4,1205358305
22025,380,0.5,1472047498
62075,2406,4,1436295166
289,2692,5,1447623906
94685,1200,4,1471718348
166,1204,5,951601662
10002,231,3,847813673
144010,296,4,1037752796
21466,2712,4,1425005385
13087,59369,,
109329,34319,3.5,1442147549
23680,33896,7.394934214,
156068,2389,2,1295427312
2032,89492,4,1367105937
139721,5151,4,1303089462
72427,945,3,1487957546
57423,122,1,1044032244
100602,258,3,837274555
21466,8644,5,1425004737
95795,3916,5,1236556285
155221,5087,,
89914,4246,3.5,1175356618
16066,6879,4,1140224370
26227,47382,5,1535804243
6462,5139,4.5,1131170309
93251,1603,3,955828648
151289,4235,2.5,1194993439
82860,929,3,1210031533
2032,34405,3.5,1225747858
53291,2022,4,960324450
135319,2284,3,975255069
87310,4246,3.5,1084393661
102508,2163,,
20126,1291,4,1545882287
84110,2696,3,939460323
56522,5952,1.5,1531101442
62075,130634,,
134299,73,3,975129696
138012,1721,5,1478757632
18121,1258,4,1411516325
114175,5956,5,1445303116
51858,85414,4,1474464875
128525,3662,3,998328049
159983,4308,5,1440855465
114175,6482,4,1445303108
139021,1197,4,1006466934
2098,541,3,943831261
30411,4310,1,998403747
81430,3105,4,942683464
50435,207,5,836340196
116706,2094,4,1188311321
148957,1136,2.5,1254513786
87152,1982,3,1563624462
32910,1214,,
61624,3006,3.5,1463697292
72712,2307,2,1012064388
158051,96610,3,1397274588
128816,3095,4,946076896
14794,5952,3.5,1253347156
43656,32587,5,1542694174
129879,111759,4,1411601429
89646,131796,4,1496450434
5129,3157,4,1044466314
159662,1210,3,865373945
121438,4701,3.5,1557752523
73920,8638,5,1480242668
89110,142997,3.5,1451782544
54463,68954,4,1441542444
155038,82066,,
39208,1208,5,963528489
60311,2858,3,1065231390
32632,101864,1.5,1542099057
52483,4927,4,1083656852
155221,76763,,
34402,3247,4.5,1404189698
121438,73290,4,1557752514
71120,605,4,869045070
106734,5995,4,1479493649
144534,5991,3.5,1115245781
43656,130686,4,1542693595
78112,671,2,974819879
106287,5120,3,1339437851
24581,457,4,994108952
23837,4765,4,1066440541
24581,5624,2,1088724342
24618,1091,3,856855436
128538,1,3,834591858
20716,318,5,1434551712
121438,135536,3.5,1557752518
153689,4308,4,1108854632
32395,3481,2,1012526634
19285,8961,4.5,1156290788
99441,342,2.5,1111533481
73188,46919,,
43061,2268,4,1131319513
148957,3686,4.5,1254512243
24581,529,2,978970360
57342,1900,,
127990,94864,3.5,1488970517
144534,2797,4,1113083731
44538,105211,4,1431616145
125565,69516,1.5,1447841101
97779,349,4.5,1068918592
18121,858,,
21781,6303,3.5,1103748461
5799,2949,3.5,1227398347
117789,48744,4,1177161014
84694,1200,4,1280046615
44202,1136,5,1219124352
51106,107737,3.5,1388777748
13253,1892,4,1161916765
94500,4022,3,981353341
92443,79132,4.5,1489888779
100889,96610,4,1472807657
51106,79796,4,1408189042
36978,3923,0.5,1055084223
32632,5064,4,1541997359
82860,103372,4,1490997016
160102,356,4,1088522013
87573,3408,3,1191270868
8035,1967,2,1504892118
7685,5995,2.5,1235667081
74926,54503,3.5,1522527992
121903,260,4,1111491082
2032,2716,3.5,1225751755
25196,1017,,
10508,36,3,1201385642
15336,500,5,847823364
129384,153,3,1084465021
85349,2321,3,1472744244
11454,2406,3,1115250228
115211,2130,2.5,1474141432
69287,1,5,1368863498
57423,3709,1,971609295
112362,4571,3,1512033725
16011,2797,5,944325184
20565,435,3,832943245
48734,106920,4.5,1507074712
107397,1639,4,1017222021
32632,114662,3.5,1543113636
101378,167746,3.5,1557947062
151289,7143,4,1112138145
125565,8943,3,1296030173
132950,2788,5,1495398105
125565,3994,3.5,1235657123
133539,53996,4,1313976616
83477,2083,3.5,1135469230
90718,1307,3.5,1175242921
99971,708,4,1120148524
66591,225,2,947407135
20287,454,4,832706214
10838,1358,2,983750353
109329,106072,2,1442595331
130080,3275,5,1202287721
106656,1952,4,973891455
151289,51255,3,1182000493
46416,156726,,
34402,1721,4.5,1378241825
118679,4973,4,1525093580
92260,7123,4,1175355751
48734,7846,3.5,1509372506
135319,3958,2,975253653
80253,2087,5,1088618263
39915,6711,2,1367101773
59628,6934,4,1522723277
28657,1270,4,1473023792
154306,2858,5,1046690817
13144,1391,2.5,1123604342
14541,548,3,840795268
24581,2423,4,985359039
2032,955,4,1367107786
49374,34,3,976644230
132950,6,3,1385320792
46915,356,4.5,1178830273
17401,6874,2.5,1108073836
129879,85056,4,1417300786
158051,54732,3,1411419979
135319,2948,4,975253617
147202,1527,2.5,1552263115
133942,71838,4,1550778395
132346,53956,,
160802,76093,4,1514278046
24618,1127,4,852780320
82043,968,5,1190268459
59816,58295,3.5,1382734549
129384,2012,4,1084468233
84110,1704,2,939887690
144508,780,5,838570693
151289,1208,2.5,1115500638
36978,273,0.5,1055864715
133942,3988,4,1550777232
48734,68205,3.5,1509272784
166,3260,5,951602588
58901,8340,3.5,1432493408
159983,109487,5,1440855838
68614,4993,4.5,1558153994
92130,167790,,
138210,7438,4.5,1523575616
113027,3301,3.5,1435993563
125565,4733,3,1264976708
156053,2125,4,1182025291
135093,1563,5,910088929
66591,1266,4,947389302
80943,2961,4,1006980414
140677,97938,3,1452753757
106287,1220,5,1339435730
150602,2970,2.5,1140124595
15567,130490,3.5,1446551222
100466,357,3,840112629
135319,1437,3,975261689
97076,168252,3,1556415173
150602,377,3,1200958284
96303,527,5,975873712
166,1100,2,942014129
6796,1275,4,945796981
156343,595,4,892047562
90341,5668,2.5,1191513328
160454,1,3,1475348107
85587,1291,3,849525914
82043,43460,4.5,1190268378
128611,110,3,835430953
87310,1265,3.5,1083094376
57521,593,5,1509220298
151701,97908,,
51548,3361,5,1017768471
145608,95654,4,1342506646
140677,3948,4,1452713707
61740,6889,3.5,1485094630
115211,106489,2,1442966603
8035,913,4,1504892871
66555,81847,3,1442368791
3312,109487,3.5,1433300562
28397,2294,3,979832989
44202,50158,1.5,1219196364
63558,312,1,914605967
55425,231,1.5,1229550996
125565,260,3.5,1454012613
133539,68319,3.5,1313976278
117727,3977,2,1481390143
106037,1952,4,1176292090
161284,6765,3.5,1102202405
106444,139385,4,1476731387
37795,2091,2,978408349
55425,7241,5,1229447321
151988,8949,4,1227392305
151289,97923,3.5,1507751649
61624,116887,1.5,1425491045
140677,93840,3,1452711710
93497,5225,4,1051132832
95469,2628,5,955156805
121989,2712,1,945118392
82043,6460,5,1252979615
34402,33493,4.5,1378241526
115211,2476,1.5,1443038533
115727,54001,3.5,1474303545
24581,4718,4,1017185362
5130,81591,5,1305415332
99347,380,2,839178565
24581,2599,4,978643865
100924,106473,1,1437475104
55425,2407,1.5,1229426645
18544,5903,2.5,1111543111
17401,8623,4,1108073910
78112,74115,,
124354,541,4,947454155
57342,296,2,835522770
133685,8974,3.5,1477347104
8454,357,2.5,1108548300
90341,19,1.5,1189114250
43362,1066,5,952993845
61624,2713,1.5,1545944357
69528,954,2.5,1103044528
82157,8371,4.5,1191240593
152945,2762,5,1037027500
129963,4901,4,1448043917
106444,106696,3.5,1476731393
139427,919,4,1298519984
100380,367,3.5,1099615945
85587,548,3,848177282
145608,2762,5,1102702348
49374,3107,3,976646829
137399,46976,3,1272264821
90158,899,5,1053914013
62335,77846,3.5,1314888951
151404,173145,2,1511732346
78112,3409,3,974921174
8035,109578,2,1504898742
121903,4370,1.5,1111490864
114025,671,3.5,1217020830
66555,70336,1,1442368954
6796,1235,4,945797642
166,293,3,951602875
82157,8464,5,1193338705
6796,1759,4,945124019
117789,5051,4,1139265538
118994,1877,,
72427,1302,0.5,1492339379
90341,2694,3,1192490671
14961,6704,3.5,1300253998
86584,828,5,852213053
135319,1253,4,975255463
80253,2571,4.5,1088618539
112362,5816,3,1511683195
4166,1136,2,945149707
13087,376,5,839165418
28549,54881,,
91681,68358,4.5,1541142611
150602,7209,3.5,1139657793
51106,119145,4,1504426246
17064,342,5,843005568
61787,4638,3.5,1437068420
121438,95088,4,1557752520
78141,2124,2.5,1311821118
9962,6539,3.5,1077905940
156997,2881,4,1007359505
160454,88125,2,1475348104
150852,2248,3,986941418
80705,102993,3.5,1397361803
112362,1021,2.5,1512087494
117789,86911,3,1321646066
105718,2622,4,964800650
69751,1722,1,1234362491
37195,2110,3.5,1121245283
151085,122882,4,1507926188
87152,157200,3,1563624456
10659,1185,4,964703077
80253,380,4,1088617928
8035,89030,3,1504898896
56628,2410,4,1498592890
71730,3016,4,954795152
87310,260,5,1083095638
4166,904,3,945150627
61624,1610,3,1286924183
21781,8636,3,1103745682
132667,1228,5,1085636489
110291,2571,5,1201826052
114175,86295,3.5,1445303118
150602,1251,5,1183304903
72621,132046,,
5129,2714,2,1044466353
109,926,4,1549142742
137399,4226,4,1257946743
40297,497,5,954792715
78051,68358,4,1421184213
106698,111759,4,1532631449
56180,44022,2.5,1483731383
27121,2918,4,1506216805
97554,8957,0.5,1527311201
160995,3476,4,1346700390
124766,318,4.5,1249069473
92443,527,4,1571339594
43710,4979,3,1214865630
43061,6881,4.5,1131320809
14239,19,2,1200330931
55425,31952,3,1229452210
77862,3949,3.5,1454247462
94685,5445,4,1471718510
112362,1377,3,1512086541
87152,143365,2,1563624460
78141,35836,5,1311820895
139960,4963,4,1023640822
115211,2076,4.5,1443031512
39943,5418,5,1521287453
26197,368,3,1028566012
145608,1218,3.5,1102686787
6796,837,4,945797828
105718,2193,4,964797101
71766,68319,3,1463851463
121360,48774,5,1214012079
116706,912,4.5,1188313245
121989,2329,5,945236109
14541,282,3,840793842
2032,1246,3.5,1225582789
85587,551,2,848143495
44202,40815,4,1219126380
90717,7153,3,1204937370
121360,8784,5,1214012265
138645,2045,5,1046839053
69528,2594,3.5,1053552320
156878,1081,5,944901461
253,132796,2,1451363632
3938,34319,3,1447372862
102611,2513,3,1002665412
112850,81725,1,1310314386
45726,590,4,834699085
109397,1387,2.5,1079900076
148715,142492,,
128525,2374,3,1096521457
117789,1573,3.5,1117141828
59816,593,4,1371330771
114025,45499,3,1217023567
46915,3793,4,1178831904
112362,3263,3,1512087137
19285,736,4,1156735933
70232,110453,,
52322,5267,4,1034655319
149689,85056,,
125510,7669,3,1433189953
159983,5218,5,1440855456
58189,1945,5,1009395475
89914,1580,4,1175347426
32632,2012,3.5,1541894782
149678,134853,5,1449070403
155038,253,4,846829577
87152,134853,4,1563624456
6549,108190,4,1477425640
22672,44665,4,1343838163
101378,2467,4,1566509260
106444,1610,4,1476731403
114175,106489,5,1445303108
125565,1617,4,1235644745
78710,1256,4,940944176
56411,1193,0.5,1502994939
110544,33794,1,1498896997
17064,252,2,843005390
89646,3545,3,1549409515
153274,8576,,
121438,56757,4,1557752526
9962,674,1,1017099376
61624,2723,3.5,1286323475
2032,1203,4,1225586915
80705,115967,3,1487524285
135319,2937,5,975249964
46416,117176,5,1547827343
150602,7700,3.5,1166376802
8454,1203,5,1108546764
100679,91831,1,1344410053
2389,5505,4,1486702612
97779,1233,4.5,1068916171
130080,152372,3,1538220276
3204,95,3,855291331
117789,71520,3.5,1279565272
72427,2717,1.5,1487956773
21637,4155,5,1130521659
28105,185,3,996282551
61624,188941,2,1568490729
57423,2294,3,974395980
151289,8529,3,1448658202
93497,4992,3,1051133136
24882,55444,4,1416081332
129664,133347,,
52237,1210,3.5,1224453883
348,3256,4,1054962438
135319,3578,4,975253617
112850,64839,4.5,1254062960
120503,3000,4.5,1299651098
151289,4333,2.5,1138494549
110010,1835,0.5,1094050943
49374,1682,4,976643675
37795,340,2,978410242
109329,82167,2.5,1454851429
48734,86911,2.5,1509327095
16011,720,5,939499448
63558,575,4,914605523
147259,594,3,978731370
151404,91529,4,1511729832
6253,858,5,1468321750
32632,8371,3.5,1543387459
151289,95558,3,1359240406
151560,1056,,
21781,8507,3.5,1103746001
130080,44191,4.5,1236720619
154946,527,4,1454367105
22672,68237,3.5,1343839341
87573,5507,2,1191328158
97554,3578,2,1527310824
156053,7064,4,1182025511
89914,2,3.5,1175356773
133669,1644,4,945042795
129664,3686,3,1111681100
106043,2989,4,1433348885
44682,296,5,1047181515
147259,6863,4.5,1067801435
135319,2266,2,975254502
115211,7284,1.5,1443278691
46443,8254,4,1246900728
2032,2788,3.5,1225584186
86195,2124,3,1352989190
22859,4226,4,1106431798
166,1135,4,951600121
107474,904,5,1171404131
133942,88179,5,1550778099
41835,81834,5,1473031109
81911,1320,2,987486644
22859,2124,3,1106432446
119321,432,2,1151102615
145608,92096,3,1342506063
105025,5349,4,1089574983
148364,356,5,837891992
70894,2858,3,962868783
159861,62,2,945534429
67216,3879,,
70205,5064,4.5,1100528313
2731,3693,3,1129608120
64,66934,2,1434644751
74597,248,3,834049257
84480,3967,3,1111475963
71773,4011,5,1449134808
13531,4085,4,1111558935
129384,784,1.5,1084465344
156997,3157,3,1007359673
55431,621,,
51106,1097,4,1388766963
48352,2125,2,1542745291
109329,5459,2.5,1446200278
65928,2,4,1031107294
23283,1784,4,1350502899
57423,3502,3,992448757
24618,415,3,852780054
147311,8268,,
121438,13,3.5,1557752515
56628,4027,4,1498594028
123112,192803,3,1562114293
34610,195149,,
21781,799,3,1103746278
61624,36535,3.5,1286467070
150074,353,5,846401362
45432,99114,4,1504508523
60103,1882,3,975138205
128726,592,3,839493264
110010,4880,2.5,1110780700
42984,733,4,858962032
2389,7458,3,1503858209
125565,58303,3.5,1236291557
132667,2617,2,1085611308
62374,58803,4.5,1267264145
15935,445,4,837662737
59816,72226,3.5,1382155328
147259,3142,3.5,1077401925
73920,152081,4,1484496755
84480,2010,1,1111512741
3938,1673,3.5,1447372854
140737,44665,3.5,1484958398
125565,6377,4,1235633914
101378,45447,3,1538510890
155285,44191,4.5,1488404623
55425,2010,8.524023361,
132667,994,4,1086843491
73920,143245,5,1448906891
21596,2858,3.5,1112144656
24581,1408,4,979157189
5129,875,4,1044568909
59816,2640,2.5,1371438126
156997,3948,5,1007358543
117789,5791,5,1129324988
62335,72378,2,1314889058
61624,155181,3,1483946065
27121,1641,4,1506218589
57416,3300,4,978462720
2032,4226,3.5,1225581339
102575,44665,4.5,1463825914
121438,3793,4,1557752517
115211,26663,3.5,1455318908
97127,6870,3.5,1107714587
146919,201368,4,1566159233
89646,949,4,1532314780
115211,85025,3,1443277838
159157,3398,8.885425319,
145608,5319,4.5,1125038926
151229,2124,5,1542656262
133339,1147,4,967588736
128525,587,2,1096517286
94950,595,3,833387734
8035,78209,3,1504895899
121438,80219,3,1557752531
94181,84663,,
53397,1240,5,976644568
59816,8253,3,1382729902
131219,67867,1.5,1244391859
130343,2134,4,1205794703
118994,4232,4.5,1076211629
106287,3253,5,1339276205
52407,1027,5,976906298
135768,480,5,974710031
151289,1610,4.5,1115500405
150869,2262,4,943177663
114986,784,3,854617202
57193,1,4,939511817
59816,208,3,1373151249
117727,104243,1,1481389904
2032,1356,4,1225582686
27128,231,3,1043887560
110159,902,4,1111747898
70205,3996,3,1100523545
78299,489,3,844625004
151560,1771,5.903089579,
123136,1907,3,1013615746
151404,8644,2.5,1511731785
71766,122904,5,1463850050
114775,596,0.5,1157669895
102508,2991,3.5,1091591263
151404,91658,2.5,1511730597
10838,2571,4,983750321
107159,3302,3.5,1273433787
57193,2858,3,1021174422
104327,3725,1,962637542
92443,97938,4,1489888909
81430,457,4,942417262
130231,225,3,1146295768
135319,1854,2,975254346
82860,8371,3,1139252111
57423,4662,3,995545194
37795,296,5,978406604
87573,1379,2.5,1191328395
80253,3608,3.5,1088620172
91322,1259,2.5,1468719742
106742,905,3.5,1498607561
81312,1569,3,913408472
24299,2012,2.5,1098935718
166,779,2,942013591
77862,82461,4,1454248444
115211,597,0.5,1443272865
115211,93164,3.5,1501369067
123136,164,4,1013615488
37195,5349,4,1121203400
26227,122904,5,1535885189
81312,955,4,913407823
107155,7451,3.5,1269688907
19806,58,5,974747989
155944,1873,5,1012862093
6462,6265,3,1131168666
118651,26150,3.5,1377462520
6549,2424,4,1480115071
15567,103539,4.5,1462592342
61624,1641,3.5,1290044729
140737,356,4,1484956026
15436,4226,2.5,1380964509
111739,4665,2.5,1067688241
43656,61240,5,1542689293
121438,86332,4,1557752529
135319,179,2,975254550
55425,253,2.5,1229551676
162147,4487,,
78112,1580,3,974840101
14239,40583,2.5,1204828898
124565,109374,4.5,1437561009
19806,3591,3,974733070
14239,2951,4,1186000162
6796,708,4,945797481
121438,4025,3.5,1557752521
39943,126430,4.5,1521288960
151404,3471,2.5,1511731271
13087,208,3,839164559
51004,4161,2,1047944889
82157,6820,4,1258395334
123201,1247,2,891250581
94499,4993,4,1316687676
106444,4896,4,1476731405
144847,48774,4.5,1544849885
90717,2028,3,1160787549
151289,306,2.5,1125264923
37195,50,4,1121200750
43476,197199,,
20940,231,2,838897210
135319,317,3,975250819
103133,56587,,
74872,27776,,
11738,76251,4.5,1360542807
115211,48304,1.5,1446160485
28583,117444,4.5,1472238625
51858,1580,4,1474469404
28583,135143,3.5,1519878216
52322,2863,5,1034655382
80943,260,2,1006981551
108714,1374,5,974705432
121438,8636,4,1557752524
78141,48516,4,1311823799
48352,2999,,
72427,1945,1,1487958106
16570,1538,1,941306289
100701,2396,4,1136261195
36670,5373,,
117715,1217,5,1150194700
2032,4105,3,1225751781
72712,8943,8.634018829,
151229,81847,5,1542656060
82115,272,2,886301823
113027,364,4,1436000039
62075,480,4,1241814160
106742,86412,2.5,1499272217
151990,481,3,835696784
8377,1252,4,1084432581
90341,147,2.5,1191512778
58189,546,0.5,1110570957
34402,79463,4,1378701798
36978,2389,1,1028594414
91115,1676,5,1537799541
13253,1405,0.5,1151968907
27121,79091,4.5,1524874511
144199,106489,3.5,1505273305
110291,47200,3.5,1200958704
63351,15,2,834057685
63558,1197,5,914604094
100602,542,3,837274038
113780,2502,4,1358573136
129384,6541,4,1084467490
17401,10,1,985481440
95343,2430,2.5,1183008169
52407,1911,2,976903310
128190,628,3,953416708
57423,2078,4,971537153
129879,115680,3,1420673304
61068,1103,4,849381303
145608,1245,4,1102726517
102611,594,5,1002665670
41835,88125,5,1473031590
46416,116138,4.5,1452113272
67942,55908,5,1359144385
114025,5954,4.5,1217106843
125565,95583,3,1349191957
22025,1198,3.5,1465693117
152384,7208,,
147259,2007,3,978732476
135319,2888,2,975254445
105055,724,2.5,1337211976
125565,7161,2.5,1328004568
5810,91355,,
60874,5,2,866662435
115211,1284,3.5,1442964767
91408,224,5,849033861
97127,380,3,1107665954
61624,41566,2.5,1287432023
94685,778,4,1471718398
56628,80463,3.5,1498592825
104652,6334,3.5,1441990470
97127,1288,4.5,1107667766
119933,1035,0.5,1112812637
155944,1591,1,1012859736
83324,1633,3,895842965
135319,1762,3,975364370
81092,54001,4,1247232163
107155,80463,4,1289636562
144534,1103,4.5,1114655793
116643,480,3,837817664
21781,905,4,1103745965
24581,3418,4,978971045
106444,78467,2,1476731390
65023,3256,4,961894853
9962,2346,3,1016374857
87152,5630,3,1563624458
58189,2947,4,1026007856
41835,115617,5,1473031054
148364,253,5,837891966
100602,569,3,837274932
62335,33794,4,1314895638
62075,103253,3.5,1376444375
111894,230,4,839889027
112850,2384,3,1254059210
71730,1193,5,954794773
135319,1566,2,975249856
160470,3072,1,959011424
146232,33794,5,1453691983
23680,3510,3,1043350216
61624,4641,3.5,1286321852
149982,370,4,845540954
48352,47610,4,1541946795
138210,6870,4.5,1523574247
96584,173,3,1137025274
100380,586,3,1081049878
106742,87232,4,1499274864
101378,196891,4,1558040893
139425,266,2,836479932
132548,69757,3,1392008594
166,380,4,942013145
87573,4148,2,1191272782
36803,40819,4,1467669183
47224,2268,3,1480386417
123136,541,5,1013615458
66555,81591,3.5,1443544045
145121,357,5,840011389
44202,2953,0.5,1219196958
106742,4011,3.5,1499270831
51892,1081,4,1198868810
59816,902,5,1382735361
39915,8874,4.5,1349001726
129879,92509,2.5,1432328346
149689,1219,3.5,1172542782
57816,1291,,
58189,1292,5,1009395285
153689,500,3,1103635315
79179,152017,5,1512931163
2389,201314,3,1559014850
9962,3671,3.5,1067291797
158660,6750,,
97038,7143,3.5,1108953038
106906,357,2,839040531
145608,34143,2.5,1122306805
139427,1968,2.5,1298520094
106742,53125,2.5,1498838884
134999,1653,5,1502033578
80943,3826,2,1006980086
103370,3809,4,965471391
115211,6378,1,1446840696
129963,32,4.5,1448043185
28549,1569,3.5,1337158768
121438,3697,3,1557752514
85349,73017,2,1472119057
34610,112138,3,1445278238
126608,173241,,
149689,10,5,1172543232
154946,4302,,
135319,778,2,975261631
90701,7,,
3962,608,5,1323628597
78900,71535,3,1530979850
85349,5952,5,1472118462
149982,223,5,845540980
4530,30812,3.5,1177931633
6121,112552,3,1436905691
80943,2420,3,1006984065
138210,2542,5,1523574651
112362,1485,2.5,1511676066
57423,2144,3.5,1053629396
77862,73321,3.5,1454248205
123112,122892,2.5,1563785446
23837,1079,4,880109277
104584,3386,4,1208242958
135979,32,5,860223807
151085,55820,4,1507926189
125784,7143,5,1213402340
140527,80463,4,1459728301
7905,60069,4.5,1514510433
39208,1971,1,963527952
106742,3471,4.5,1498401848
21781,2288,4.5,1103746111
84110,2329,2,939888113
107155,78772,3,1278222902
147548,8368,5,1423542298
155084,27839,6.490026433,
62075,86320,3.5,1404850373
13144,198,3,1123603825
74926,112183,3.5,1503056965
131182,53953,,
129116,7112,,
141749,7388,7.340245344,
129384,6537,4.5,1084464014
58972,5493,,
24581,6264,2.5,1088723246
70795,7022,4,1081589735
106043,1221,4,1433347961
80943,2605,3,1006979942
96584,2448,,
80705,133419,2.5,1488191022
739,30749,4,1525501979
43656,80846,4,1542690751
140737,91500,1,1484959580
61624,2746,3.5,1286323421
102611,1198,5,1002699413
6796,2117,4,945129748
15567,6932,4.5,1454769818
144534,8713,2.5,1114370415
19806,858,5,974731247
89646,3836,4,1495760842
123201,1246,4,891248260
44266,3298,4,978573487
78710,38061,2.5,1175961482
46915,27706,4.5,1178831617
36014,852,3,1063821771
123833,1223,4,1170153096
97313,4992,3,1501926195
71766,97921,5,1463851443
121989,2100,3,945388356
55535,1080,4,949379472
137399,3510,3,1306261206
5810,457,4,1094067606
52483,5475,4,1083654767
133669,3108,,
88538,596,2,1181450613
20250,8117,2,1180134855
89797,1084,4,845059438
61787,93840,4,1447471109
135319,94,2,975261608
78141,1249,4,1311824349
101378,8368,4,1526827422
87310,2805,1,1083013794
83526,2023,3,977480906
24882,3285,5,1282592924
121989,1639,4,945235928
121989,364,4,945236395
36448,31410,,
57521,1270,5,1509729685
70730,2805,2,955838629
3618,115713,3.5,1502130201
80943,3863,3,1006980610
8454,955,5,1108548972
61624,318,3.5,1286231352
16570,2797,5,941291932
107397,5254,5,1017222268
89797,266,4,845057807
6697,1101,3.5,1113116201
58901,19,3,1431728925
155084,18,5,1505414582
59816,69122,3,1371513450
51858,474,3.5,1474471746
72825,1375,5,950595363
80705,135887,2.5,1487953469
124245,106487,0.5,1462474561
19894,2762,4.5,1425941300
113113,2324,5,956873699
90158,954,5,1053913959
70894,163510,,
145608,2380,0.5,1102705321
20250,786,3,1125197345
137399,2124,3.5,1284241122
145608,1962,4,1102726244
3524,70571,,
94694,2997,5,1434591597
23640,2908,4,965333314
44538,81156,0.5,1431614338
84497,2803,4,1337196135
82775,7001,5,1092758746
117789,152077,3.5,1520065662
6796,2912,1,958604266
25791,2,4,1450131283
85305,2028,4.5,1484015212
58189,4993,5,1011037275
94950,333,5,833388201
100602,93,2,837273905
6796,1278,5,945125883
6796,2428,3,945128186
118994,5804,2.5,1076109665
14239,8604,2.5,1204828928
110159,2324,5,1111489705
55706,1032,4,1259268423
153689,4878,4,1103634503
114175,109374,4,1445303108
80943,1625,4,1006985335
125565,2959,4,1235640296
79179,97328,3.5,1512936630
68614,103253,3,1558154204
44538,54001,3,1431450465
16680,3604,4,1032412509
51858,7360,3.5,1474470594
132427,106100,5,1508773572
28105,3623,5,996283982
56628,79091,3.5,1498594425
59816,1281,3,1371330985
2032,3969,2.5,1225584296
115211,26647,4,1443276496
61624,197707,2.5,1547837586
91132,53125,4.5,1499551394
104002,141,2,860857583
39915,4878,5,1349001354
66617,2871,4,944917240
79179,60074,3.5,1512931603
61740,166526,4.5,1491155001
150602,5816,3.5,1145347319
148364,161,3,837891941
45432,58559,4,1517537573
106742,6979,3.5,1499274337
78710,5446,3.5,1111772999
130407,2959,4.5,1092240311
128525,4022,3,1046894806
87573,8798,4,1191273074
3938,4235,3.5,1447372853
104270,2571,4.5,1247094532
155084,6188,5,1505413239
19285,3360,4.5,1156389617
16570,1962,4,941292358
69287,72998,1.5,1368864119
62837,1206,3,965312602
115211,5989,3,1442964336
55425,3949,5,1229428017
3938,71579,3,1447372856
14151,1304,4,940367740
63558,842,2,914603722
84480,4239,4,1111475011
115211,162424,4,1551913170
114175,109042,0.5,1445303109
95469,1653,5,955156736
57423,2485,1,974394812
15641,1125,4,915371906
49929,1653,4,1009648049
66617,4034,7.495807101,
36448,147847,3.5,1452405995
101378,31923,4,1526829679
107155,2837,,
67460,318,5,1027614162
22859,4896,3.5,1106429234
113027,7099,3.5,1436393240
106319,46,,
152248,3147,5,967357727
150852,2375,2,986941697
55425,7940,3.5,1229455553
159861,608,4,945533473
105025,4886,4,1089571126
36448,89745,2,1452406642
24882,260,5,1281979593
72712,1196,4,1010889135
16570,1784,2,941289955
44538,31101,2,1431531151
100679,7438,4.5,1344409327
107474,266,4,1171406057
106698,2959,5,1532524544
106742,8974,3,1499271056
95469,1210,5,955156710
59225,59315,3,1486352243
36978,5259,0.5,1096750362
9189,2459,1,1568687589
59840,1208,5,1425679381
24618,31270,,
144010,1247,5,1037754000
147259,8783,3.5,1096433421
57423,2490,2,1004991069
147548,2700,0.5,1423542923
94685,132046,2.5,1471725157
115007,593,4,1029127380
166,2953,3,942015261
125565,166373,3.5,1482666244
91322,87444,6.531859381,
155038,539,4,846829629
87152,49910,3.5,1563624460
100380,5060,4.5,1099616298
78299,193,5,844626182
2032,5060,3.5,1225583031
159428,593,4,945889103
144847,7147,3.5,1544849920
45432,114180,3,1498258767
